id,namespace,path,description_id,class,max_stack,max_damage,tags,producer_recipes,consumer_recipes,resource_references
"cnc:wolverine_head","cnc","wolverine_head","block.cnc.wolverine_head","net.minecraft.world.item.BlockItem","64","0","cnc:mob_heads","0","1","3"
"cnc:wolverine_spawn_egg","cnc","wolverine_spawn_egg","item.cnc.wolverine_spawn_egg","net.neoforged.neoforge.common.DeferredSpawnEggItem","64","0","","0","0","0"
"eidolon_repraised:angels_sight","eidolon_repraised","angels_sight","item.eidolon_repraised.angels_sight","alexthw.eidolon_repraised.common.item.curio.AngelSightItem","1","0","curios:ring|malum:soulwoven_pouch_efficient","1","0","1"
"eidolon_repraised:arcane_gold_block","eidolon_repraised","arcane_gold_block","block.eidolon_repraised.arcane_gold_block","net.minecraft.world.item.BlockItem","64","0","c:storage_blocks|c:storage_blocks/arcane_gold|malum:prospectors_treasure","1","1","4"
"eidolon_repraised:arcane_gold_ingot","eidolon_repraised","arcane_gold_ingot","item.eidolon_repraised.arcane_gold_ingot","net.minecraft.world.item.Item","64","0","c:ingots|c:ingots/arcane_gold|malum:prospectors_treasure","3","10","5"
"eidolon_repraised:arcane_gold_nugget","eidolon_repraised","arcane_gold_nugget","item.eidolon_repraised.arcane_gold_nugget","net.minecraft.world.item.Item","64","0","c:nuggets|c:nuggets/arcane_gold|malum:prospectors_treasure","1","4","4"
"eidolon_repraised:arcane_seal","eidolon_repraised","arcane_seal","item.eidolon_repraised.arcane_seal","net.minecraft.world.item.Item","64","0","","1","0","1"
"eidolon_repraised:athame","eidolon_repraised","athame","item.eidolon_repraised.athame","alexthw.eidolon_repraised.common.item.AthameItem","1","325","c:enchantables|c:tools|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/melee|lodestone:enchantable/weapon|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/fire_aspect|minecraft:enchantable/sharp_weapon|minecraft:enchantable/sword|minecraft:enchantable/vanishing|minecraft:enchantable/weapon|minecraft:swords|vampirism:enchantable/vampire_slayer","1","2","2"
"eidolon_repraised:avennian_sprig","eidolon_repraised","avennian_sprig","block.eidolon_repraised.avennian_sprig","alexthw.eidolon_repraised.common.item.LoreBlockItem","64","0","","1","3","6"
"eidolon_repraised:basic_amulet","eidolon_repraised","basic_amulet","item.eidolon_repraised.basic_amulet","alexthw.eidolon_repraised.common.item.curio.BasicAmuletItem","1","0","curios:necklace|malum:soulwoven_pouch_efficient","1","3","7"
"eidolon_repraised:basic_belt","eidolon_repraised","basic_belt","item.eidolon_repraised.basic_belt","alexthw.eidolon_repraised.common.item.curio.BasicBeltItem","1","0","curios:belt|malum:soulwoven_pouch_efficient","1","2","4"
"eidolon_repraised:basic_ring","eidolon_repraised","basic_ring","item.eidolon_repraised.basic_ring","alexthw.eidolon_repraised.common.item.curio.BasicRingItem","1","0","curios:ring|malum:soulwoven_pouch_efficient","1","2","5"
"eidolon_repraised:bloodlust_incense","eidolon_repraised","bloodlust_incense","item.eidolon_repraised.bloodlust_incense","alexthw.eidolon_repraised.common.item.ItemBase","64","0","","1","0","1"
"eidolon_repraised:bone_pile","eidolon_repraised","bone_pile","block.eidolon_repraised.bone_pile","net.minecraft.world.item.BlockItem","64","0","","1","5","11"
"eidolon_repraised:bone_pile_slab","eidolon_repraised","bone_pile_slab","block.eidolon_repraised.bone_pile_slab","net.minecraft.world.item.BlockItem","64","0","","2","0","4"
"eidolon_repraised:bone_pile_stairs","eidolon_repraised","bone_pile_stairs","block.eidolon_repraised.bone_pile_stairs","net.minecraft.world.item.BlockItem","64","0","","2","0","3"
"eidolon_repraised:bonechill_wand","eidolon_repraised","bonechill_wand","item.eidolon_repraised.bonechill_wand","alexthw.eidolon_repraised.common.item.BonechillWandItem","1","253","c:enchantables|minecraft:enchantable/durability|minecraft:enchantable/vanishing","1","0","2"
"eidolon_repraised:bonelord_chestplate","eidolon_repraised","bonelord_chestplate","item.eidolon_repraised.bonelord_chestplate","alexthw.eidolon_repraised.common.item.BonelordArmorItem","1","400","c:armors|c:enchantables|enchanted:armors|minecraft:chest_armor|minecraft:enchantable/armor|minecraft:enchantable/chest_armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/vanishing|minecraft:trimmable_armor","1","0","4"
"eidolon_repraised:bonelord_greaves","eidolon_repraised","bonelord_greaves","item.eidolon_repraised.bonelord_greaves","alexthw.eidolon_repraised.common.item.BonelordArmorItem","1","375","c:armors|c:enchantables|enchanted:armors|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/leg_armor|minecraft:enchantable/vanishing|minecraft:leg_armor|minecraft:trimmable_armor","1","0","4"
"eidolon_repraised:bonelord_helm","eidolon_repraised","bonelord_helm","item.eidolon_repraised.bonelord_helm","alexthw.eidolon_repraised.common.item.BonelordArmorItem","1","275","c:armors|c:enchantables|enchanted:armors|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/head_armor|minecraft:enchantable/vanishing|minecraft:head_armor|minecraft:trimmable_armor","1","0","4"
"eidolon_repraised:brazier","eidolon_repraised","brazier","block.eidolon_repraised.brazier","net.minecraft.world.item.BlockItem","64","0","","1","0","4"
"eidolon_repraised:candle","eidolon_repraised","candle","block.eidolon_repraised.candle","net.minecraft.world.item.BlockItem","64","0","eidolon_repraised:scribe_items|minecraft:candles|occultism:pentacle_materials","1","4","4"
"eidolon_repraised:candlestick","eidolon_repraised","candlestick","block.eidolon_repraised.candlestick","net.minecraft.world.item.BlockItem","64","0","minecraft:candles|occultism:pentacle_materials","1","3","2"
"eidolon_repraised:censer","eidolon_repraised","censer","block.eidolon_repraised.censer","net.minecraft.world.item.BlockItem","64","0","","1","0","3"
"eidolon_repraised:chant_scroll","eidolon_repraised","chant_scroll","item.eidolon_repraised.chant_scroll","alexthw.eidolon_repraised.common.item.ChantScrollItem","1","20","","0","0","0"
"eidolon_repraised:cleaving_axe","eidolon_repraised","cleaving_axe","item.eidolon_repraised.cleaving_axe","alexthw.eidolon_repraised.common.item.CleavingAxeItem","1","325","c:enchantables|c:tools|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/axe|lodestone:enchantable/melee|lodestone:enchantable/weapon|minecraft:axes|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/sharp_weapon|minecraft:enchantable/vanishing|minecraft:enchantable/weapon","1","1","1"
"eidolon_repraised:codex","eidolon_repraised","codex","item.eidolon_repraised.codex","alexthw.eidolon_repraised.common.item.CodexItem","1","0","minecraft:bookshelf_books|minecraft:lectern_books","1","0","2"
"eidolon_repraised:completed_research","eidolon_repraised","completed_research","item.eidolon_repraised.completed_research","alexthw.eidolon_repraised.common.item.CompletedResearchItem","1","0","","0","0","0"
"eidolon_repraised:crimson_essence","eidolon_repraised","crimson_essence","item.eidolon_repraised.crimson_essence","net.minecraft.world.item.Item","64","0","","3","2","5"
"eidolon_repraised:crimson_gem","eidolon_repraised","crimson_gem","item.eidolon_repraised.crimson_gem","net.minecraft.world.item.Item","64","0","","1","1","2"
"eidolon_repraised:crucible","eidolon_repraised","crucible","block.eidolon_repraised.crucible","net.minecraft.world.item.BlockItem","64","0","","1","0","38"
"eidolon_repraised:death_essence","eidolon_repraised","death_essence","item.eidolon_repraised.death_essence","net.minecraft.world.item.Item","64","0","","2","6","11"
"eidolon_repraised:deathbane_incense","eidolon_repraised","deathbane_incense","item.eidolon_repraised.deathbane_incense","alexthw.eidolon_repraised.common.item.ItemBase","64","0","","1","0","1"
"eidolon_repraised:deathbringer_scythe","eidolon_repraised","deathbringer_scythe","item.eidolon_repraised.deathbringer_scythe","alexthw.eidolon_repraised.common.item.DeathbringerScytheItem","1","1170","c:enchantables|c:tools|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/melee|lodestone:enchantable/weapon|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/fire_aspect|minecraft:enchantable/sharp_weapon|minecraft:enchantable/sword|minecraft:enchantable/vanishing|minecraft:enchantable/weapon|minecraft:swords|vampirism:enchantable/vampire_slayer","1","2","1"
"eidolon_repraised:deep_lead_ore","eidolon_repraised","deep_lead_ore","block.eidolon_repraised.deep_lead_ore","net.minecraft.world.item.BlockItem","64","0","almostunified:hide|c:ores|c:ores/lead|c:ores_in_ground/deepslate|enchanted:witch_oven_blacklist|malum:prospectors_treasure","0","6","2"
"eidolon_repraised:deep_silver_ore","eidolon_repraised","deep_silver_ore","block.eidolon_repraised.deep_silver_ore","net.minecraft.world.item.BlockItem","64","0","almostunified:hide|c:ores|c:ores/silver|c:ores_in_ground/deepslate|enchanted:witch_oven_blacklist|malum:prospectors_treasure","0","6","2"
"eidolon_repraised:elder_brick","eidolon_repraised","elder_brick","item.eidolon_repraised.elder_brick","net.minecraft.world.item.Item","64","0","","1","2","3"
"eidolon_repraised:elder_bricks","eidolon_repraised","elder_bricks","block.eidolon_repraised.elder_bricks","net.minecraft.world.item.BlockItem","64","0","","1","10","21"
"eidolon_repraised:elder_bricks_eye","eidolon_repraised","elder_bricks_eye","block.eidolon_repraised.elder_bricks_eye","net.minecraft.world.item.BlockItem","64","0","","1","0","2"
"eidolon_repraised:elder_bricks_slab","eidolon_repraised","elder_bricks_slab","block.eidolon_repraised.elder_bricks_slab","net.minecraft.world.item.BlockItem","64","0","","2","0","4"
"eidolon_repraised:elder_bricks_stairs","eidolon_repraised","elder_bricks_stairs","block.eidolon_repraised.elder_bricks_stairs","net.minecraft.world.item.BlockItem","64","0","","2","0","3"
"eidolon_repraised:elder_bricks_wall","eidolon_repraised","elder_bricks_wall","block.eidolon_repraised.elder_bricks_wall","net.minecraft.world.item.BlockItem","64","0","","2","0","4"
"eidolon_repraised:elder_masonry","eidolon_repraised","elder_masonry","block.eidolon_repraised.elder_masonry","net.minecraft.world.item.BlockItem","64","0","","2","4","11"
"eidolon_repraised:elder_masonry_slab","eidolon_repraised","elder_masonry_slab","block.eidolon_repraised.elder_masonry_slab","net.minecraft.world.item.BlockItem","64","0","","2","0","4"
"eidolon_repraised:elder_masonry_stairs","eidolon_repraised","elder_masonry_stairs","block.eidolon_repraised.elder_masonry_stairs","net.minecraft.world.item.BlockItem","64","0","","2","0","3"
"eidolon_repraised:elder_pillar","eidolon_repraised","elder_pillar","block.eidolon_repraised.elder_pillar","net.minecraft.world.item.BlockItem","64","0","","2","0","3"
"eidolon_repraised:enchanted_ash","eidolon_repraised","enchanted_ash","block.eidolon_repraised.enchanted_ash","net.minecraft.world.item.BlockItem","64","0","","3","14","19"
"eidolon_repraised:ender_calx","eidolon_repraised","ender_calx","item.eidolon_repraised.ender_calx","net.minecraft.world.item.Item","64","0","","1","5","6"
"eidolon_repraised:enervating_ring","eidolon_repraised","enervating_ring","item.eidolon_repraised.enervating_ring","alexthw.eidolon_repraised.common.item.curio.EnervatingRingItem","1","0","curios:ring|malum:soulwoven_pouch_efficient","1","0","1"
"eidolon_repraised:frail_incense","eidolon_repraised","frail_incense","item.eidolon_repraised.frail_incense","alexthw.eidolon_repraised.common.item.ItemBase","64","0","","1","0","1"
"eidolon_repraised:frostbind_incense","eidolon_repraised","frostbind_incense","item.eidolon_repraised.frostbind_incense","alexthw.eidolon_repraised.common.item.ItemBase","64","0","","1","0","1"
"eidolon_repraised:fungus_sprouts","eidolon_repraised","fungus_sprouts","item.eidolon_repraised.fungus_sprouts","net.minecraft.world.item.Item","64","0","","1","1","3"
"eidolon_repraised:glass_hand","eidolon_repraised","glass_hand","item.eidolon_repraised.glass_hand","alexthw.eidolon_repraised.common.item.curio.GlassHandItem","1","0","curios:necklace|malum:soulwoven_pouch_efficient","1","0","1"
"eidolon_repraised:gloom_incense","eidolon_repraised","gloom_incense","item.eidolon_repraised.gloom_incense","alexthw.eidolon_repraised.common.item.ItemBase","64","0","","1","0","1"
"eidolon_repraised:goblet","eidolon_repraised","goblet","block.eidolon_repraised.goblet","net.minecraft.world.item.BlockItem","64","0","","1","0","3"
"eidolon_repraised:gold_inlay","eidolon_repraised","gold_inlay","item.eidolon_repraised.gold_inlay","net.minecraft.world.item.Item","64","0","","1","4","7"
"eidolon_repraised:grape_candy","eidolon_repraised","grape_candy","item.eidolon_repraised.grape_candy","alexthw.eidolon_repraised.common.item.ItemBase","64","0","","0","0","0"
"eidolon_repraised:gravity_belt","eidolon_repraised","gravity_belt","item.eidolon_repraised.gravity_belt","alexthw.eidolon_repraised.common.item.curio.GravityBeltItem","1","0","curios:belt|malum:soulwoven_pouch_efficient","1","1","2"
"eidolon_repraised:holy_symbol","eidolon_repraised","holy_symbol","item.eidolon_repraised.holy_symbol","alexthw.eidolon_repraised.common.item.TheurgySymbolItem","1","0","eidolon_repraised:patron_symbol","1","8","9"
"eidolon_repraised:illwood_bark","eidolon_repraised","illwood_bark","block.eidolon_repraised.illwood_bark","net.minecraft.world.item.BlockItem","64","0","eidolon_repraised:illwood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs|minecraft:logs_that_burn","1","12","5"
"eidolon_repraised:illwood_button","eidolon_repraised","illwood_button","block.eidolon_repraised.illwood_button","net.minecraft.world.item.BlockItem","64","0","minecraft:buttons|minecraft:wooden_buttons","1","0","2"
"eidolon_repraised:illwood_hanging_sign","eidolon_repraised","illwood_hanging_sign","block.eidolon_repraised.illwood_hanging_sign","net.minecraft.world.item.HangingSignItem","64","0","","1","0","3"
"eidolon_repraised:illwood_leaves","eidolon_repraised","illwood_leaves","block.eidolon_repraised.illwood_leaves","net.minecraft.world.item.BlockItem","64","0","mca:plants|minecraft:completes_find_tree_tutorial|minecraft:leaves","0","4","2"
"eidolon_repraised:illwood_log","eidolon_repraised","illwood_log","block.eidolon_repraised.illwood_log","net.minecraft.world.item.BlockItem","64","0","eidolon_repraised:illwood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs|minecraft:logs_that_burn","0","13","6"
"eidolon_repraised:illwood_planks","eidolon_repraised","illwood_planks","block.eidolon_repraised.illwood_planks","net.minecraft.world.item.BlockItem","64","0","minecraft:planks","1","108","27"
"eidolon_repraised:illwood_planks_fence","eidolon_repraised","illwood_planks_fence","block.eidolon_repraised.illwood_planks_fence","net.minecraft.world.item.BlockItem","64","0","","3","0","5"
"eidolon_repraised:illwood_planks_fence_gate","eidolon_repraised","illwood_planks_fence_gate","block.eidolon_repraised.illwood_planks_fence_gate","net.minecraft.world.item.BlockItem","64","0","","1","0","2"
"eidolon_repraised:illwood_planks_slab","eidolon_repraised","illwood_planks_slab","block.eidolon_repraised.illwood_planks_slab","net.minecraft.world.item.BlockItem","64","0","","2","0","4"
"eidolon_repraised:illwood_planks_stairs","eidolon_repraised","illwood_planks_stairs","block.eidolon_repraised.illwood_planks_stairs","net.minecraft.world.item.BlockItem","64","0","","2","0","3"
"eidolon_repraised:illwood_pressure_plate","eidolon_repraised","illwood_pressure_plate","block.eidolon_repraised.illwood_pressure_plate","net.minecraft.world.item.BlockItem","64","0","minecraft:wooden_pressure_plates","1","0","2"
"eidolon_repraised:illwood_sapling","eidolon_repraised","illwood_sapling","block.eidolon_repraised.illwood_sapling","net.minecraft.world.item.BlockItem","64","0","mca:plants|minecraft:saplings","0","4","3"
"eidolon_repraised:illwood_sign","eidolon_repraised","illwood_sign","block.eidolon_repraised.illwood_standing_sign","net.minecraft.world.item.SignItem","64","0","minecraft:signs","1","1","3"
"eidolon_repraised:imbued_bones","eidolon_repraised","imbued_bones","item.eidolon_repraised.imbued_bones","alexthw.eidolon_repraised.common.item.ItemBase","64","0","","0","3","4"
"eidolon_repraised:lead_block","eidolon_repraised","lead_block","block.eidolon_repraised.lead_block","net.minecraft.world.item.BlockItem","64","0","almostunified:hide|c:storage_blocks|c:storage_blocks/lead|malum:prospectors_treasure","0","2","2"
"eidolon_repraised:lead_ingot","eidolon_repraised","lead_ingot","item.eidolon_repraised.lead_ingot","net.minecraft.world.item.Item","64","0","almostunified:hide|c:ingots|c:ingots/lead|malum:prospectors_treasure","0","8","10"
"eidolon_repraised:lead_nugget","eidolon_repraised","lead_nugget","item.eidolon_repraised.lead_nugget","net.minecraft.world.item.Item","64","0","almostunified:hide|c:nuggets|c:nuggets/lead|malum:prospectors_treasure","0","3","1"
