id,namespace,serializer,serializer_namespace,recipe_type,result,result_count,ingredient_slots,ingredient_probe_status,result_probe_status,class
"eidolon_repraised:cure_zombie","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:dark_animal_sacrifice","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:dark_prayer","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:dark_touch","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:dark_villager_sacrifice","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:darklight_chant","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:death_essence","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised:death_essence","4","5","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:death_essence_withered","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised:death_essence","8","5","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:deathbane_incense","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","eidolon_repraised:deathbane_incense","1","4","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:deathbringer_scythe","eidolon_repraised","eidolon_repraised:worktable","eidolon_repraised","eidolon_repraised:worktable","eidolon_repraised:deathbringer_scythe","1","13","OK","OK","alexthw.eidolon_repraised.recipe.WorktableRecipe"
"eidolon_repraised:decompress_arcane_gold_block","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","eidolon_repraised:arcane_gold_ingot","9","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:decompress_arcane_gold_ingot","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","eidolon_repraised:arcane_gold_nugget","9","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:decompress_bone_pile","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","minecraft:bone","9","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:decompress_pewter_block","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","eidolon_repraised:pewter_ingot","9","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:decompress_pewter_ingot","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","eidolon_repraised:pewter_nugget","9","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:decompress_shadow_gem_block","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","eidolon_repraised:shadow_gem","9","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:dye_warlock_boots","eidolon_repraised","eidolon_repraised:dye","eidolon_repraised","minecraft:crafting","eidolon_repraised:warlock_boots","1","2","OK","OK","alexthw.eidolon_repraised.recipe.DyeRecipe"
"eidolon_repraised:dye_warlock_hat","eidolon_repraised","eidolon_repraised:dye","eidolon_repraised","minecraft:crafting","eidolon_repraised:warlock_hat","1","2","OK","OK","alexthw.eidolon_repraised.recipe.DyeRecipe"
"eidolon_repraised:dye_warlock_robes","eidolon_repraised","eidolon_repraised:dye","eidolon_repraised","minecraft:crafting","eidolon_repraised:warlock_cloak","1","2","OK","OK","alexthw.eidolon_repraised.recipe.DyeRecipe"
"eidolon_repraised:elder_brick","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised:elder_brick","16","6","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:elder_bricks","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:elder_bricks","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:elder_bricks_pillar","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:elder_pillar","3","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:elder_bricks_slab","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:elder_bricks_slab","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:elder_bricks_stair","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:elder_bricks_stairs","4","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:elder_bricks_stonecutter_0","eidolon_repraised","minecraft:stonecutting","minecraft","minecraft:stonecutting","eidolon_repraised:elder_bricks_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"eidolon_repraised:elder_bricks_stonecutter_1","eidolon_repraised","minecraft:stonecutting","minecraft","minecraft:stonecutting","eidolon_repraised:elder_bricks_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"eidolon_repraised:elder_bricks_stonecutter_2","eidolon_repraised","minecraft:stonecutting","minecraft","minecraft:stonecutting","eidolon_repraised:elder_bricks_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"eidolon_repraised:elder_bricks_stonecutter_3","eidolon_repraised","minecraft:stonecutting","minecraft","minecraft:stonecutting","eidolon_repraised:elder_bricks_eye","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"eidolon_repraised:elder_bricks_stonecutter_4","eidolon_repraised","minecraft:stonecutting","minecraft","minecraft:stonecutting","eidolon_repraised:elder_pillar","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"eidolon_repraised:elder_bricks_stonecutter_5","eidolon_repraised","minecraft:stonecutting","minecraft","minecraft:stonecutting","eidolon_repraised:elder_masonry","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"eidolon_repraised:elder_bricks_wall","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:elder_bricks_wall","6","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:elder_masonry","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:elder_masonry","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:elder_masonry_slab","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:elder_masonry_slab","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:elder_masonry_stair","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:elder_masonry_stairs","4","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:elder_masonry_stonecutter_0","eidolon_repraised","minecraft:stonecutting","minecraft","minecraft:stonecutting","eidolon_repraised:elder_masonry_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"eidolon_repraised:elder_masonry_stonecutter_1","eidolon_repraised","minecraft:stonecutting","minecraft","minecraft:stonecutting","eidolon_repraised:elder_masonry_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"eidolon_repraised:enchanted_ash","eidolon_repraised","minecraft:smelting","minecraft","minecraft:smelting","eidolon_repraised:enchanted_ash","2","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"eidolon_repraised:enchanted_ash_from_block","eidolon_repraised","minecraft:smelting","minecraft","minecraft:smelting","eidolon_repraised:enchanted_ash","6","1","OK","OK","net.minecraft.world.item.crafting.SmeltingRecipe"
"eidolon_repraised:ender_calx","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised:ender_calx","2","2","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:enervating_ring","eidolon_repraised","eidolon_repraised:worktable","eidolon_repraised","eidolon_repraised:worktable","eidolon_repraised:enervating_ring","1","13","OK","OK","alexthw.eidolon_repraised.recipe.WorktableRecipe"
"eidolon_repraised:enthrall_spell","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:fire_chant","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:flesh_to_leather","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","minecraft:leather","1","3","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:forage_avennian_sprig","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised:avennian_sprig","1","0","EMPTY","OK","alexthw.eidolon_repraised.recipe.ForagingRecipe"
"eidolon_repraised:forage_merammer_root","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised:merammer_root","1","0","EMPTY","OK","alexthw.eidolon_repraised.recipe.ForagingRecipe"
"eidolon_repraised:forage_mirecap","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised:mirecap","1","0","EMPTY","OK","alexthw.eidolon_repraised.recipe.ForagingRecipe"
"eidolon_repraised:forage_oanna_bloom","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised:oanna_bloom","1","0","EMPTY","OK","alexthw.eidolon_repraised.recipe.ForagingRecipe"
"eidolon_repraised:forage_sildrian_seed","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised","eidolon_repraised:athame_foraging","eidolon_repraised:sildrian_seed","1","0","EMPTY","OK","alexthw.eidolon_repraised.recipe.ForagingRecipe"
"eidolon_repraised:frail_incense","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised:frail_incense","2","5","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:frost_touch","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:frostbind_incense","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised:frostbind_incense","4","5","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:fungus_sprouts","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised:fungus_sprouts","2","3","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:gilding_apple","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","minecraft:golden_apple","1","4","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:gilding_carrot","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","minecraft:golden_carrot","1","4","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:gilding_melon","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","minecraft:glistering_melon_slice","1","4","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:glass_hand","eidolon_repraised","eidolon_repraised:worktable","eidolon_repraised","eidolon_repraised:worktable","eidolon_repraised:glass_hand","1","7","OK","OK","alexthw.eidolon_repraised.recipe.WorktableRecipe"
"eidolon_repraised:gloom_incense","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised:gloom_incense","4","5","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:glowstone_dust","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","minecraft:glowstone_dust","2","5","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:goblet","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:goblet","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:gold_inlay","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:gold_inlay","2","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:gravity_belt","eidolon_repraised","eidolon_repraised:worktable","eidolon_repraised","eidolon_repraised:worktable","eidolon_repraised:gravity_belt","1","13","OK","OK","alexthw.eidolon_repraised.recipe.WorktableRecipe"
"eidolon_repraised:gunpowder_alchemy","eidolon_repraised","eidolon_repraised:crucible","eidolon_repraised","eidolon_repraised:crucible","minecraft:gunpowder","4","3","OK","OK","alexthw.eidolon_repraised.recipe.CrucibleRecipe"
"eidolon_repraised:holy_touch","eidolon_repraised","eidolon_repraised:chant","eidolon_repraised","eidolon_repraised:chant","","","0","EMPTY","EMPTY","alexthw.eidolon_repraised.recipe.ChantRecipe"
"eidolon_repraised:illwood_bark","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:illwood_bark","3","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:illwood_planks","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","eidolon_repraised:illwood_planks","4","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:illwood_planks_button","eidolon_repraised","minecraft:crafting_shapeless","minecraft","minecraft:crafting","eidolon_repraised:illwood_button","1","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"eidolon_repraised:illwood_planks_fence","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:illwood_planks_fence","3","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:illwood_planks_gate","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:illwood_planks_fence_gate","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:illwood_planks_hanging_sign","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:illwood_hanging_sign","6","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"eidolon_repraised:illwood_planks_pressure_plate","eidolon_repraised","minecraft:crafting_shaped","minecraft","minecraft:crafting","eidolon_repraised:illwood_pressure_plate","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
